Data file S1. Salamander count data for harvest effect grids. Salamander counts by grid and sampling occasion at harvest effect grids for the most commonly encountered species (data are rarefied.). ,,,,,,,,,,,,,,,,
Unit,Grid,Trt,SlopeAzimuth,SlopeAspect,Year,Season,TrtPeriod,SamplePeriod,Check,Date,Precip,Temp,DWD,REBA,ZIZA,NOSL
2,1208A,Control,263,SW,2009,Fall,Post,5,1,90908,0.74,19.7,100.28,0,0,0
2,1208A,Control,263,SW,2009,Fall,Post,5,2,90922,0.84,23.3,100.28,0,0,0
2,1208A,Control,263,SW,2009,Fall,Post,5,3,91007,0,12.8,100.28,6,0,0
2,1208A,Control,263,SW,2009,Fall,Post,5,4,91019,0.08,3.6,100.28,8,2,0
2,1208A,Control,263,SW,2009,Fall,Post,5,5,91102,2.36,5.6,100.28,3,1,0
2,1208A,Control,263,SW,2010,Spring,Post,6,1,100315,1.3,5.6,100.28,0,1,0
2,1208A,Control,263,SW,2010,Spring,Post,6,2,100329,0.56,3.9,100.28,2,2,0
2,1208A,Control,263,SW,2010,Spring,Post,6,3,100412,0,14.2,100.28,4,0,2
2,1208A,Control,263,SW,2010,Spring,Post,6,4,100426,3.23,13.1,100.28,1,0,2
2,1208A,Control,263,SW,2010,Fall,Post,7,1,101006,0,8.6,100.28,3,0,0
2,1208A,Control,263,SW,2010,Fall,Post,7,2,101018,0,15.3,100.28,8,0,0
2,1208A,Control,263,SW,2010,Fall,Post,7,3,101025,0,20.3,100.28,8,3,0
2,1208A,Control,263,SW,2010,Fall,Post,7,4,101109,0,10,100.28,8,4,0
2,1208A,Control,263,SW,2011,Spring,Post,8,1,110302,1.3,2.2,63.54,4,4,0
2,1208A,Control,263,SW,2011,Spring,Post,8,2,110314,0,3.3,63.54,17,1,0
2,1208A,Control,263,SW,2011,Spring,Post,8,3,110406,5.49,6.7,63.54,10,6,0
2,1208A,Control,263,SW,2011,Spring,Post,8,4,110420,5.03,13.9,63.54,3,1,3
3,1301A1,Shwd ,45,NE,2009,Spring,Post,4,1,90306,0,19.4,19.44,9,3,0
3,1301A1,Shwd ,45,NE,2009,Spring,Post,4,2,90422,0.61,4.4,19.44,3,1,1
3,1301A1,Shwd ,45,NE,2009,Spring,Post,4,3,90505,0,14.7,19.44,11,8,2
3,1301A1,Shwd ,45,NE,2009,Fall,Post,5,1,90915,0,17.5,19.44,1,0,9
3,1301A1,Shwd ,45,NE,2009,Fall,Post,5,2,90928,2.21,16.9,19.44,11,0,4
3,1301A1,Shwd ,45,NE,2009,Fall,Post,5,3,91012,1.35,6.4,19.44,4,1,1
3,1301A1,Shwd ,45,NE,2009,Fall,Post,5,4,91022,0,11.7,19.44,2,4,1
3,1301A1,Shwd ,45,NE,2009,Fall,Post,5,5,91109,0,13.9,19.44,2,5,0
3,1301A1,Shwd ,45,NE,2010,Spring,Post,6,1,100313,0.18,8.6,85.14,2,2,0
3,1301A1,Shwd ,45,NE,2010,Spring,Post,6,2,100330,0.79,5.6,85.14,7,6,0
3,1301A1,Shwd ,45,NE,2010,Spring,Post,6,3,100413,0,16.7,85.14,5,3,4
3,1301A1,Shwd ,45,NE,2010,Spring,Post,6,4,100427,3.05,11.1,85.14,0,5,5
3,1301A1,Shwd ,45,NE,2010,Fall,Post,7,1,101007,0,11.9,85.14,8,5,1
3,1301A1,Shwd ,45,NE,2010,Fall,Post,7,2,101019,0,12.5,85.14,1,0,0
3,1301A1,Shwd ,45,NE,2010,Fall,Post,7,3,101101,0,7.2,85.14,0,3,0
3,1301A1,Shwd ,45,NE,2010,Fall,Post,7,4,101112,0,11.9,85.14,4,1,0
3,1301A1,Shwd ,45,NE,2011,Spring,Post,8,1,110301,1.3,1.1,52.32,0,0,0
3,1301A1,Shwd ,45,NE,2011,Spring,Post,8,2,110318,0.71,14.4,52.32,4,7,1
3,1301A1,Shwd ,45,NE,2011,Spring,Post,8,3,110406,5.49,6.7,52.32,12,7,5
3,1301A1,Shwd ,45,NE,2011,Spring,Post,8,4,110414,1.12,10.8,52.32,4,10,3
3,1301A2,Shwd ,325,NE,2009,Spring,Post,4,1,90306,0,19.4,13.58,10,1,0
3,1301A2,Shwd ,325,NE,2009,Spring,Post,4,2,90422,0.61,4.4,13.58,8,1,1
3,1301A2,Shwd ,325,NE,2009,Spring,Post,4,3,90505,0,14.7,13.58,8,4,1
3,1301A2,Shwd ,325,NE,2009,Fall,Post,5,1,90915,0,17.5,13.58,1,0,2
3,1301A2,Shwd ,325,NE,2009,Fall,Post,5,2,90928,2.21,16.9,13.58,8,0,3
3,1301A2,Shwd ,325,NE,2009,Fall,Post,5,3,91012,1.35,6.4,13.58,11,1,1
3,1301A2,Shwd ,325,NE,2009,Fall,Post,5,4,91022,0,11.7,13.58,11,3,3
3,1301A2,Shwd ,325,NE,2009,Fall,Post,5,5,91109,0,13.9,13.58,6,3,1
3,1301A2,Shwd ,325,NE,2010,Spring,Post,6,1,100314,0.84,5.3,23.52,0,0,0
3,1301A2,Shwd ,325,NE,2010,Spring,Post,6,2,100330,0.79,5.6,23.52,4,0,0
3,1301A2,Shwd ,325,NE,2010,Spring,Post,6,3,100413,0,16.7,23.52,9,1,3
3,1301A2,Shwd ,325,NE,2010,Spring,Post,6,4,100427,3.05,11.1,23.52,1,0,2
3,1301A2,Shwd ,325,NE,2010,Fall,Post,7,1,101007,0,11.9,23.52,10,0,0
3,1301A2,Shwd ,325,NE,2010,Fall,Post,7,2,101019,0,12.5,23.52,7,0,0
3,1301A2,Shwd ,325,NE,2010,Fall,Post,7,3,101101,0,7.2,23.52,7,2,0
3,1301A2,Shwd ,325,NE,2010,Fall,Post,7,4,101112,0,11.9,23.52,10,1,0
3,1301A2,Shwd ,325,NE,2011,Spring,Post,8,1,110301,1.3,1.1,17.54,2,0,0
3,1301A2,Shwd ,325,NE,2011,Spring,Post,8,2,110318,0.71,14.4,17.54,15,4,0
3,1301A2,Shwd ,325,NE,2011,Spring,Post,8,3,110406,5.49,6.7,17.54,18,7,1
3,1301A2,Shwd ,325,NE,2011,Spring,Post,8,4,110414,1.12,10.8,17.54,12,7,7
3,1301A3,Shwd_adj,315,SW,2009,Spring,Post,4,1,90306,0,19.4,32.48,17,0,0
3,1301A3,Shwd_adj,315,SW,2009,Spring,Post,4,2,90422,0.61,4.4,32.48,10,3,0
3,1301A3,Shwd_adj,315,SW,2009,Spring,Post,4,3,90505,0,14.7,32.48,6,7,0
3,1301A3,Shwd_adj,315,SW,2009,Fall,Post,5,1,90915,0,17.5,32.48,1,0,1
3,1301A3,Shwd_adj,315,SW,2009,Fall,Post,5,2,90928,2.21,16.9,32.48,8,0,0
3,1301A3,Shwd_adj,315,SW,2009,Fall,Post,5,3,91012,1.35,6.4,32.48,4,5,1
3,1301A3,Shwd_adj,315,SW,2009,Fall,Post,5,4,91022,0,11.7,32.48,9,5,1
3,1301A3,Shwd_adj,315,SW,2009,Fall,Post,5,5,91109,0,13.9,32.48,4,3,1
3,1301A3,Shwd_adj,315,SW,2010,Spring,Post,6,1,100314,0.84,5.3,51.76,6,0,0
3,1301A3,Shwd_adj,315,SW,2010,Spring,Post,6,2,100330,0.79,5.6,51.76,5,4,0
3,1301A3,Shwd_adj,315,SW,2010,Spring,Post,6,3,100413,0,16.7,51.76,3,2,2
3,1301A3,Shwd_adj,315,SW,2010,Spring,Post,6,4,100427,3.05,11.1,51.76,7,1,1
3,1301A3,Shwd_adj,315,SW,2010,Fall,Post,7,1,101007,0,11.9,51.76,9,0,0
3,1301A3,Shwd_adj,315,SW,2010,Fall,Post,7,2,101019,0,12.5,51.76,2,0,0
3,1301A3,Shwd_adj,315,SW,2010,Fall,Post,7,3,101101,0,7.2,51.76,7,2,1
3,1301A3,Shwd_adj,315,SW,2010,Fall,Post,7,4,101112,0,11.9,51.76,8,2,0
3,1301A3,Shwd_adj,315,SW,2011,Spring,Post,8,1,110301,1.3,1.1,104.18,5,4,0
3,1301A3,Shwd_adj,315,SW,2011,Spring,Post,8,2,110318,0.71,14.4,104.18,13,2,1
3,1301A3,Shwd_adj,315,SW,2011,Spring,Post,8,3,110406,5.49,6.7,104.18,11,7,2
3,1301A3,Shwd_adj,315,SW,2011,Spring,Post,8,4,110414,1.12,10.8,104.18,2,3,2
3,1302A1,CC,130,NE,2009,Spring,Post,4,1,90316,0,8.1,62.9,5,8,0
3,1302A1,CC,130,NE,2009,Spring,Post,4,2,90422,0.61,4.4,62.9,4,7,2
3,1302A1,CC,130,NE,2009,Spring,Post,4,3,90505,0,14.7,62.9,6,1,0
3,1302A1,CC,130,NE,2009,Fall,Post,5,1,90915,0,17.5,62.9,0,0,1
3,1302A1,CC,130,NE,2009,Fall,Post,5,2,90928,2.21,16.9,62.9,2,1,0
3,1302A1,CC,130,NE,2009,Fall,Post,5,3,91012,1.35,6.4,62.9,5,4,0
3,1302A1,CC,130,NE,2009,Fall,Post,5,4,91022,0,11.7,62.9,17,21,0
3,1302A1,CC,130,NE,2009,Fall,Post,5,5,91109,0,13.9,62.9,7,5,0
3,1302A1,CC,130,NE,2010,Spring,Post,6,1,100314,0.84,5.3,35.94,10,11,0
3,1302A1,CC,130,NE,2010,Spring,Post,6,2,100401,0,13.6,35.94,8,18,0
3,1302A1,CC,130,NE,2010,Spring,Post,6,3,100414,0,17.8,35.94,0,1,0
3,1302A1,CC,130,NE,2010,Spring,Post,6,4,100427,3.05,11.1,35.94,2,5,3
3,1302A1,CC,130,NE,2010,Fall,Post,7,1,101007,0,11.9,35.94,2,0,0
3,1302A1,CC,130,NE,2010,Fall,Post,7,2,101019,0,12.5,35.94,3,6,0
3,1302A1,CC,130,NE,2010,Fall,Post,7,3,101101,0,7.2,35.94,4,10,0
3,1302A1,CC,130,NE,2010,Fall,Post,7,4,101112,0,11.9,35.94,12,8,0
3,1302A1,CC,130,NE,2011,Spring,Post,8,1,110301,1.3,1.1,80.54,1,3,0
3,1302A1,CC,130,NE,2011,Spring,Post,8,2,110318,0.71,14.4,80.54,22,23,0
3,1302A1,CC,130,NE,2011,Spring,Post,8,3,110406,5.49,6.7,80.54,15,13,0
3,1302A1,CC,130,NE,2011,Spring,Post,8,4,110414,1.12,10.8,80.54,2,7,2
3,1302A2,CC,312,SW,2009,Spring,Post,4,1,90316,0,8.1,31.98,12,3,0
3,1302A2,CC,312,SW,2009,Spring,Post,4,2,90422,0.61,4.4,31.98,4,2,0
3,1302A2,CC,312,SW,2009,Spring,Post,4,3,90505,0,14.7,31.98,3,3,0
3,1302A2,CC,312,SW,2009,Fall,Post,5,1,90915,0,17.5,31.98,0,0,0
3,1302A2,CC,312,SW,2009,Fall,Post,5,2,90928,2.21,16.9,31.98,1,1,0
3,1302A2,CC,312,SW,2009,Fall,Post,5,3,91012,1.35,6.4,31.98,1,1,0
3,1302A2,CC,312,SW,2009,Fall,Post,5,4,91022,0,11.7,31.98,7,0,2
3,1302A2,CC,312,SW,2009,Fall,Post,5,5,91109,0,13.9,31.98,2,7,0
3,1302A2,CC,312,SW,2010,Spring,Post,6,1,100314,0.84,5.3,69.52,5,5,0
3,1302A2,CC,312,SW,2010,Spring,Post,6,2,100401,0,13.6,69.52,9,3,0
3,1302A2,CC,312,SW,2010,Spring,Post,6,3,100414,0,17.8,69.52,1,0,0
3,1302A2,CC,312,SW,2010,Spring,Post,6,4,100427,3.05,11.1,69.52,2,2,2
3,1302A2,CC,312,SW,2010,Fall,Post,7,1,101007,0,11.9,69.52,2,0,0
3,1302A2,CC,312,SW,2010,Fall,Post,7,2,101019,0,12.5,69.52,1,0,0
3,1302A2,CC,312,SW,2010,Fall,Post,7,3,101101,0,7.2,69.52,6,1,0
3,1302A2,CC,312,SW,2010,Fall,Post,7,4,101112,0,11.9,69.52,8,3,0
3,1302A2,CC,312,SW,2011,Spring,Post,8,1,110301,1.3,1.1,51.7,2,1,0
3,1302A2,CC,312,SW,2011,Spring,Post,8,2,110318,0.71,14.4,51.7,16,15,0
3,1302A2,CC,312,SW,2011,Spring,Post,8,3,110406,5.49,6.7,51.7,13,7,2
3,1302A2,CC,312,SW,2011,Spring,Post,8,4,110414,1.12,10.8,51.7,4,3,0
3,1302A3,CC_adj ,350,NE,2009,Spring,Post,4,1,90306,0,19.4,31.78,7,5,0
3,1302A3,CC_adj ,350,NE,2009,Spring,Post,4,2,90422,0.61,4.4,31.78,8,7,1
3,1302A3,CC_adj ,350,NE,2009,Spring,Post,4,3,90505,0,14.7,31.78,7,3,0
3,1302A3,CC_adj ,350,NE,2009,Fall,Post,5,1,90915,0,17.5,31.78,1,0,2
3,1302A3,CC_adj ,350,NE,2009,Fall,Post,5,2,90928,2.21,16.9,31.78,16,2,6
3,1302A3,CC_adj ,350,NE,2009,Fall,Post,5,3,91012,1.35,6.4,31.78,9,10,0
3,1302A3,CC_adj ,350,NE,2009,Fall,Post,5,4,91022,0,11.7,31.78,10,18,1
3,1302A3,CC_adj ,350,NE,2009,Fall,Post,5,5,91109,0,13.9,31.78,6,12,0
3,1302A3,CC_adj ,350,NE,2010,Spring,Post,6,1,100314,0.84,5.3,44.34,1,3,0
3,1302A3,CC_adj ,350,NE,2010,Spring,Post,6,2,100401,0,13.6,44.34,10,14,1
3,1302A3,CC_adj ,350,NE,2010,Spring,Post,6,3,100414,0,17.8,44.34,8,17,5
3,1302A3,CC_adj ,350,NE,2010,Spring,Post,6,4,100427,3.05,11.1,44.34,1,6,3
3,1302A3,CC_adj ,350,NE,2010,Fall,Post,7,1,101007,0,11.9,44.34,12,6,4
3,1302A3,CC_adj ,350,NE,2010,Fall,Post,7,2,101019,0,12.5,44.34,1,2,1
3,1302A3,CC_adj ,350,NE,2010,Fall,Post,7,3,101101,0,7.2,44.34,21,5,0
3,1302A3,CC_adj ,350,NE,2010,Fall,Post,7,4,101112,0,11.9,44.34,21,4,0
3,1302A3,CC_adj ,350,NE,2011,Spring,Post,8,1,110301,1.3,1.1,51.98,6,14,0
3,1302A3,CC_adj ,350,NE,2011,Spring,Post,8,2,110318,0.71,14.4,51.98,4,18,0
3,1302A3,CC_adj ,350,NE,2011,Spring,Post,8,3,110406,5.49,6.7,51.98,14,22,3
3,1302A3,CC_adj ,350,NE,2011,Spring,Post,8,4,110414,1.12,10.8,51.98,10,25,9
3,1303A1,Shwd,134,NE,2010,Fall,Post,7,1,101007,0,11.9,97.08,0,0,0
3,1303A1,Shwd ,134,NE,2010,Fall,Post,7,2,101019,0,12.5,99.08,0,0,0
3,1303A1,Shwd ,134,NE,2010,Fall,Post,7,3,101101,0,7.2,99.08,3,1,0
3,1303A1,Shwd ,134,NE,2010,Fall,Post,7,4,101112,0,11.9,99.08,5,0,0
3,1303A1,Shwd ,134,NE,2011,Spring,Post,8,1,110301,1.3,1.1,99.08,0,3,0
3,1303A1,Shwd ,134,NE,2011,Spring,Post,8,2,110318,0.71,14.4,99.08,12,8,0
3,1303A1,Shwd ,134,NE,2011,Spring,Post,8,3,110331,0,0.8,99.08,16,8,0
3,1303A1,Shwd ,134,NE,2011,Spring,Post,8,4,110414,1.12,10.8,99.08,4,1,0
3,1303A2,Shwd ,140,SW,2009,Spring,Post,4,1,90319,0,13.3,70.16,6,5,0
3,1303A2,Shwd ,140,SW,2009,Spring,Post,4,2,90420,0.25,10.3,70.16,3,2,0
3,1303A2,Shwd ,140,SW,2009,Spring,Post,4,3,90505,0,14.7,70.16,4,2,0
3,1303A2,Shwd ,140,SW,2009,Fall,Post,5,1,90915,0,17.5,70.16,0,0,1
3,1303A2,Shwd ,140,SW,2009,Fall,Post,5,2,90928,2.21,16.9,70.16,0,0,1
3,1303A2,Shwd ,140,SW,2009,Fall,Post,5,3,91012,1.35,6.4,70.16,9,2,0
3,1303A2,Shwd ,140,SW,2009,Fall,Post,5,4,91022,0,11.7,70.16,10,5,0
3,1303A2,Shwd ,140,SW,2009,Fall,Post,5,5,91109,0,13.9,70.16,8,1,0
3,1303A2,Shwd ,140,SW,2010,Spring,Post,6,1,100331,0.23,7.8,115,4,4,0
3,1303A2,Shwd ,140,SW,2010,Spring,Post,6,2,100414,0,17.8,115,0,0,2
3,1303A2,Shwd ,140,SW,2010,Spring,Post,6,3,100427,3.05,11.1,115,0,0,2
3,1303A2,Shwd ,140,SW,2010,Fall,Post,7,1,101007,0,11.9,115,0,0,0
3,1303A2,Shwd ,140,SW,2010,Fall,Post,7,2,101019,0,12.5,115,3,0,0
3,1303A2,Shwd ,140,SW,2010,Fall,Post,7,3,101101,0,7.2,115,7,4,0
3,1303A2,Shwd ,140,SW,2010,Fall,Post,7,4,101112,0,11.9,115,4,1,0
3,1303A2,Shwd ,140,SW,2011,Spring,Post,8,1,110301,1.3,1.1,104.86,5,1,0
3,1303A2,Shwd ,140,SW,2011,Spring,Post,8,2,110318,0.71,14.4,104.86,18,9,0
3,1303A2,Shwd ,140,SW,2011,Spring,Post,8,3,110331,0,0.8,104.86,16,6,0
3,1303A2,Shwd ,140,SW,2011,Spring,Post,8,4,110414,1.12,10.8,104.86,3,2,0
3,1303A3,Shwd_adj,140,SW,2009,Spring,Post,4,1,90316,0,8.1,19.76,12,8,0
3,1303A3,Shwd_adj,140,SW,2009,Spring,Post,4,2,90420,0.25,10.3,19.76,5,1,0
3,1303A3,Shwd_adj,140,SW,2009,Spring,Post,4,3,90505,0,14.7,19.76,12,4,1
3,1303A3,Shwd_adj,140,SW,2009,Fall,Post,5,1,90915,0,17.5,19.76,0,0,0
3,1303A3,Shwd_adj,140,SW,2009,Fall,Post,5,2,90928,2.21,16.9,19.76,6,0,0
3,1303A3,Shwd_adj,140,SW,2009,Fall,Post,5,3,91012,1.35,6.4,19.76,10,5,0
3,1303A3,Shwd_adj,140,SW,2009,Fall,Post,5,4,91022,0,11.7,19.76,12,5,1
3,1303A3,Shwd_adj,140,SW,2009,Fall,Post,5,5,91109,0,13.9,19.76,13,2,0
3,1303A3,Shwd_adj,140,SW,2010,Spring,Post,6,1,100314,0.84,5.3,69.08,7,0,0
3,1303A3,Shwd_adj,140,SW,2010,Spring,Post,6,2,100331,0.23,7.8,69.08,12,6,0
3,1303A3,Shwd_adj,140,SW,2010,Spring,Post,6,3,100427,3.05,11.1,69.08,2,0,2
3,1303A3,Shwd_adj,140,SW,2010,Fall,Post,7,1,101007,0,11.9,69.08,0,0,1
3,1303A3,Shwd_adj,140,SW,2010,Fall,Post,7,2,101019,0,12.5,69.08,2,1,2
3,1303A3,Shwd_adj,140,SW,2010,Fall,Post,7,3,101101,0,7.2,69.08,11,5,1
3,1303A3,Shwd_adj,140,SW,2010,Fall,Post,7,4,101112,0,11.9,69.08,11,2,0
3,1303A3,Shwd_adj,140,SW,2011,Spring,Post,8,1,110301,1.3,1.1,53.3,4,4,0
3,1303A3,Shwd_adj,140,SW,2011,Spring,Post,8,2,110318,0.71,14.4,53.3,5,6,0
3,1303A3,Shwd_adj,140,SW,2011,Spring,Post,8,3,110331,0,0.8,53.3,7,6,0
3,1303A3,Shwd_adj,140,SW,2011,Spring,Post,8,4,110414,1.12,10.8,53.3,4,1,0
3,1304A1,CC,227,SW,2009,Spring,Post,4,1,90316,0,8.1,27.52,5,1,0
3,1304A1,CC,227,SW,2009,Spring,Post,4,2,90417,0.08,9.7,27.52,4,2,0
3,1304A1,CC,227,SW,2009,Spring,Post,4,3,90505,0,14.7,27.52,8,4,1
3,1304A1,CC,227,SW,2009,Fall,Post,5,1,90915,0,17.5,27.52,4,0,0
3,1304A1,CC,227,SW,2009,Fall,Post,5,2,90928,2.21,16.9,27.52,0,0,0
3,1304A1,CC,227,SW,2009,Fall,Post,5,3,91012,1.35,6.4,27.52,2,3,0
3,1304A1,CC,227,SW,2009,Fall,Post,5,4,91022,0,11.7,27.52,10,5,0
3,1304A1,CC,227,SW,2009,Fall,Post,5,5,91109,0,13.9,27.52,5,6,0
3,1304A1,CC,227,SW,2010,Spring,Post,6,1,100314,0.84,5.3,116.56,2,2,0
3,1304A1,CC,227,SW,2010,Spring,Post,6,2,100401,0,13.6,116.56,7,5,1
3,1304A1,CC,227,SW,2010,Spring,Post,6,3,100414,0,17.8,116.56,1,1,0
3,1304A1,CC,227,SW,2010,Spring,Post,6,4,100427,3.05,11.1,116.56,3,0,1
3,1304A1,CC,227,SW,2010,Fall,Post,7,1,101007,0,11.9,116.56,0,0,0
3,1304A1,CC,227,SW,2010,Fall,Post,7,2,101019,0,12.5,116.56,1,0,0
3,1304A1,CC,227,SW,2010,Fall,Post,7,3,101101,0,7.2,116.56,4,3,0
3,1304A1,CC,227,SW,2010,Fall,Post,7,4,101112,0,11.9,116.56,4,0,0
3,1304A1,CC,227,SW,2011,Spring,Post,8,1,110301,1.3,1.1,97.8,3,2,0
3,1304A1,CC,227,SW,2011,Spring,Post,8,2,110318,0.71,14.4,97.8,25,14,0
3,1304A1,CC,227,SW,2011,Spring,Post,8,3,110331,0,0.8,97.8,17,2,0
3,1304A1,CC,227,SW,2011,Spring,Post,8,4,110414,1.12,10.8,97.8,4,0,0
3,1304A2,CC,212,SW,2009,Spring,Post,4,1,90318,0,11.1,149.38,5,2,0
3,1304A2,CC,212,SW,2009,Spring,Post,4,2,90417,0.08,9.7,149.38,4,0,0
3,1304A2,CC,212,SW,2009,Spring,Post,4,3,90505,0,14.7,149.38,9,3,1
3,1304A2,CC,212,SW,2009,Fall,Post,5,1,90915,0,17.5,149.38,0,0,0
3,1304A2,CC,212,SW,2009,Fall,Post,5,2,90928,2.21,16.9,149.38,1,0,0
3,1304A2,CC,212,SW,2009,Fall,Post,5,3,91012,1.35,6.4,149.38,3,1,0
3,1304A2,CC,212,SW,2009,Fall,Post,5,4,91022,0,11.7,149.38,4,2,1
3,1304A2,CC,212,SW,2009,Fall,Post,5,5,91109,0,13.9,149.38,6,0,1
3,1304A2,CC,212,SW,2010,Spring,Post,6,1,100314,0.84,5.3,216.38,8,1,0
3,1304A2,CC,212,SW,2010,Spring,Post,6,2,100401,0,13.6,216.38,0,0,1
3,1304A2,CC,212,SW,2010,Spring,Post,6,3,100414,0,17.8,216.38,1,0,0
3,1304A2,CC,212,SW,2010,Spring,Post,6,4,100427,3.05,11.1,216.38,1,0,0
3,1304A2,CC,212,SW,2010,Fall,Post,7,1,101007,0,11.9,216.38,0,0,0
3,1304A2,CC,212,SW,2010,Fall,Post,7,2,101019,0,12.5,216.38,2,0,0
3,1304A2,CC,212,SW,2010,Fall,Post,7,3,101101,0,7.2,216.38,3,2,0
3,1304A2,CC,212,SW,2010,Fall,Post,7,4,101112,0,11.9,216.38,4,1,0
3,1304A2,CC,212,SW,2011,Spring,Post,8,1,110301,1.3,1.1,145.68,3,1,0
3,1304A2,CC,212,SW,2011,Spring,Post,8,2,110318,0.71,14.4,145.68,9,3,0
3,1304A2,CC,212,SW,2011,Spring,Post,8,3,110331,0,0.8,145.68,8,1,0
3,1304A2,CC,212,SW,2011,Spring,Post,8,4,110414,1.12,10.8,145.68,0,0,0
3,1304A3,CC_adj ,230,SW,2009,Spring,Post,4,1,90318,0,11.1,0,17,5,0
3,1304A3,CC_adj ,230,SW,2009,Spring,Post,4,2,90417,0.08,9.7,0,16,4,0
3,1304A3,CC_adj ,230,SW,2009,Spring,Post,4,3,90505,0,14.7,0,10,3,0
3,1304A3,CC_adj ,230,SW,2009,Fall,Post,5,1,90915,0,17.5,0,1,0,1
3,1304A3,CC_adj ,230,SW,2009,Fall,Post,5,2,90928,2.21,16.9,0,4,1,2
3,1304A3,CC_adj ,230,SW,2009,Fall,Post,5,3,91012,1.35,6.4,0,10,3,0
3,1304A3,CC_adj ,230,SW,2009,Fall,Post,5,4,91022,0,11.7,0,4,7,1
3,1304A3,CC_adj ,230,SW,2009,Fall,Post,5,5,91109,0,13.9,0,7,6,0
3,1304A3,CC_adj ,230,SW,2010,Spring,Post,6,1,100314,0.84,5.3,42.22,3,1,0
3,1304A3,CC_adj ,230,SW,2010,Spring,Post,6,2,100401,0,13.6,42.22,8,12,1
3,1304A3,CC_adj ,230,SW,2010,Spring,Post,6,3,100414,0,17.8,42.22,9,18,4
3,1304A3,CC_adj ,230,SW,2010,Spring,Post,6,4,100427,3.05,11.1,42.22,3,8,1
3,1304A3,CC_adj ,230,SW,2010,Fall,Post,7,1,101007,0,11.9,42.22,8,1,2
3,1304A3,CC_adj ,230,SW,2010,Fall,Post,7,2,101019,0,12.5,42.22,5,3,2
3,1304A3,CC_adj ,230,SW,2010,Fall,Post,7,3,101101,0,7.2,42.22,4,7,0
3,1304A3,CC_adj ,230,SW,2010,Fall,Post,7,4,101112,0,11.9,42.22,7,9,1
3,1304A3,CC_adj ,230,SW,2011,Spring,Post,8,1,110301,1.3,1.1,60.6,2,1,0
3,1304A3,CC_adj ,230,SW,2011,Spring,Post,8,2,110318,0.71,14.4,60.6,10,6,0
3,1304A3,CC_adj ,230,SW,2011,Spring,Post,8,3,110331,0,0.8,60.6,11,13,0
3,1304A3,CC_adj ,230,SW,2011,Spring,Post,8,4,110414,1.12,10.8,60.6,7,21,3
4,1401A,Control,80,NE,2009,Spring,Post,4,1,90305,0,-3.3,20.84,1,2,0
4,1401A,Control,80,NE,2009,Spring,Post,4,2,90416,1.93,6.1,20.84,6,4,1
4,1401A,Control,80,NE,2009,Spring,Post,4,3,90504,0.64,13.9,20.84,9,5,1
4,1401A,Control,80,NE,2009,Fall,Post,5,1,90908,0.74,19.7,20.84,0,0,0
4,1401A,Control,80,NE,2009,Fall,Post,5,2,90928,2.21,16.9,20.84,11,2,2
4,1401A,Control,80,NE,2009,Fall,Post,5,3,91007,0,12.8,20.84,9,3,3
4,1401A,Control,80,NE,2009,Fall,Post,5,4,91020,0,8.3,20.84,3,10,1
4,1401A,Control,80,NE,2009,Fall,Post,5,5,91105,0,8.3,20.84,5,8,0
4,1401A,Control,80,NE,2010,Spring,Post,6,1,100315,1.3,5.6,10.48,2,2,0
4,1401A,Control,80,NE,2010,Spring,Post,6,2,100329,0.56,3.9,10.48,2,5,1
4,1401A,Control,80,NE,2010,Spring,Post,6,3,100412,0,14.2,10.48,1,14,4
4,1401A,Control,80,NE,2010,Spring,Post,6,4,100426,3.23,13.1,10.48,1,5,3
4,1401A,Control,80,NE,2010,Fall,Post,7,1,100927,0,13.6,10.48,0,0,2
4,1401A,Control,80,NE,2010,Fall,Post,7,2,101015,0.28,11.4,10.48,2,8,3
4,1401A,Control,80,NE,2010,Fall,Post,7,3,101027,0,16.9,10.48,0,1,1
4,1401A,Control,80,NE,2010,Fall,Post,7,4,101110,0,10.3,10.48,12,5,0
4,1401A,Control,80,NE,2011,Spring,Post,8,1,110302,1.3,2.2,43.6,0,3,0
4,1401A,Control,80,NE,2011,Spring,Post,8,2,110321,1.09,12.8,43.6,4,5,1
4,1401A,Control,80,NE,2011,Spring,Post,8,3,110405,0,11.9,43.6,7,4,2
4,1401A,Control,80,NE,2011,Spring,Post,8,4,110422,2.59,6.9,43.6,4,10,2
4,1402A,Control,231,SW,2009,Fall,Post,5,1,90909,0.71,19.2,8.9,0,0,0
4,1402A,Control,231,SW,2009,Fall,Post,5,2,90928,2.21,16.9,8.9,1,0,0
4,1402A,Control,231,SW,2009,Fall,Post,5,3,91007,0,12.8,8.9,4,0,0
4,1402A,Control,231,SW,2009,Fall,Post,5,4,91019,0.08,3.6,8.9,3,0,0
4,1402A,Control,231,SW,2009,Fall,Post,5,5,91105,0,8.3,8.9,5,1,0
4,1402A,Control,231,SW,2010,Spring,Post,6,1,100315,1.3,5.6,8.9,2,1,0
4,1402A,Control,231,SW,2010,Spring,Post,6,2,100329,0.56,3.9,8.9,3,2,0
4,1402A,Control,231,SW,2010,Spring,Post,6,3,100412,0,14.2,8.9,2,0,0
4,1402A,Control,231,SW,2010,Spring,Post,6,4,100426,3.23,13.1,8.9,0,0,1
